ESCH COLI      3671-77 11010001001000101011000110011100001011110010111
ESCH COLI      0211-80 11010001101000101011000110011100001011110010111
ESCH COLI      2710-78 11010001011000101011000110011100001011110010101
ESCH COLI      0327-83 11010001011000111011000110111100001011110010101
ESCH COLI      2900-78 01000001111000111011000110111100001011110010101
ESCH COLI      2734-79 01000001111000111011000110111100001011110010101
ESCH COLI      2680-80 01000001111000111011000110111100001011110010101
ESCH COLI      1840-77 01000001111000111011000110111100001011110010101
ESCH COLI      3163-86 11000001111000111011000100111100001011110010111
ESCH COLI      0179-84 11010001010000111011000110101100001011110010101
ESCH COLI      0859-84 11000011110000111011001110111100001010110010101
ESCH COLI      0175-84 11000001101000111011000110111100001011110010111
ESCH COLI      2785-77 11000001110000111011000110111100001011110010101
ESCH COLI      2694-80 11000001110000111011000110111100001011110010101
ESCH COLI      0071-79 11000001110000111011000110111100001011110010101
ESCH COLI      0007-82 01000001110000111011000110111100001011110010101
ESCH COLI      2630-78 11000001101000111011000110111100001011110010101
ESCH COLI      0852-81 11000001111010111011000110111100001011110010101
ESCH COLI      3162-86 11000001111000111011000100111100001011110010101
ESCH COLI      2836-80 11000001100000111001000110111100001011110010101
ESCH COLI      2835-80 11000001100000111001000110111100001011110010101
ESCH COLI      2834-80 11000001100000111001000110111100001011110010101
ESCH COLI      2833-80 11000001100000111001000110111100001011110010101
ESCH COLI      2832-80 11000001100000111001000110111100001011110010101
ESCH COLI      0185-81 11000001100000111001000110111100001011110010101
ESCH COLI      0567-77 01000001110000111010000110111100001011110010101
ESCH COLI      0375-83 11000001110000111010000110111100001011110010101
ESCH COLI      0133-83 11000001110000111010000110111100001011110010101
ESCH COLI      0595-82 01000001110000111000000110111100001011110010101
ESCH COLI      2983-78 01000001111000111011000110111100001011110010111
ESCH COLI      3077-86 11000001001000111011000110111100001011110010111
ESCH COLI      0579-79 11000001001000111011000110111100001011110010111
ESCH COLI      1621-79 01000001111000111010000110111100001011110010111
ESCH COLI      3522-77 11000001111000111011000110111100001011110010111
ESCH COLI      1095-84 11000001011000111011000110111100001011110010101
